dt,state,confirmed
2020-02-13,OH,0
2020-02-13,OK,0
2020-02-13,OR,0
2020-02-13,PA,0
2020-02-13,RI,0
2020-02-13,SC,0
2020-02-13,SD,0
2020-02-13,TN,0
2020-02-13,TX,0
2020-02-13,UT,0
2020-02-13,VA,0
2020-02-13,VT,0
2020-02-13,WA,1
2020-02-13,WI,0
2020-02-13,WV,0
2020-02-13,WY,0
2020-02-14,AK,0
2020-02-14,AL,0
2020-02-14,AR,0
2020-02-14,AZ,1
2020-02-14,CA,8
2020-02-14,CO,0
2020-02-14,CT,0
2020-02-14,D.C.,0
2020-02-14,DE,0
2020-02-14,FL,0
2020-02-14,GA,0
2020-02-14,HI,0
2020-02-14,IA,0
2020-02-14,ID,0
2020-02-14,IL,2
2020-02-14,IN,0
2020-02-14,KS,0
2020-02-14,KY,0
2020-02-14,LA,0
2020-02-14,MA,1
2020-02-14,MD,0
2020-02-14,ME,0
2020-02-14,MI,0
2020-02-14,MN,0
2020-02-14,MO,0
2020-02-14,MS,0
2020-02-14,MT,0
2020-02-14,NC,0
2020-02-14,ND,0
2020-02-14,NE,0
2020-02-14,NH,0
2020-02-14,NJ,0
2020-02-14,NM,0
2020-02-14,NV,0
2020-02-14,NY,0
2020-02-14,OH,0
2020-02-14,OK,0
2020-02-14,OR,0
2020-02-14,PA,0
2020-02-14,RI,0
2020-02-14,SC,0
2020-02-14,SD,0
2020-02-14,TN,0
2020-02-14,TX,0
2020-02-14,UT,0
2020-02-14,VA,0
2020-02-14,VT,0
2020-02-14,WA,1
2020-02-14,WI,0
2020-02-14,WV,0
2020-02-14,WY,0
2020-02-15,AK,0
2020-02-15,AL,0
2020-02-15,AR,0
2020-02-15,AZ,1
2020-02-15,CA,8
2020-02-15,CO,0
2020-02-15,CT,0
2020-02-15,D.C.,0
2020-02-15,DE,0
2020-02-15,FL,0
2020-02-15,GA,0
2020-02-15,HI,0
2020-02-15,IA,0
2020-02-15,ID,0
2020-02-15,IL,2
2020-02-15,IN,0
2020-02-15,KS,0
2020-02-15,KY,0
2020-02-15,LA,0
2020-02-15,MA,1
2020-02-15,MD,0
2020-02-15,ME,0
2020-02-15,MI,0
2020-02-15,MN,0
2020-02-15,MO,0
2020-02-15,MS,0
2020-02-15,MT,0
2020-02-15,NC,0
2020-02-15,ND,0
2020-02-15,NE,0
2020-02-15,NH,0
2020-02-15,NJ,0
2020-02-15,NM,0
2020-02-15,NV,0
2020-02-15,NY,0
2020-02-15,OH,0
2020-02-15,OK,0
2020-02-15,OR,0
2020-02-15,PA,0
2020-02-15,RI,0
2020-02-15,SC,0
2020-02-15,SD,0
2020-02-15,TN,0
2020-02-15,TX,0
2020-02-15,UT,0
2020-02-15,VA,0
2020-02-15,VT,0
2020-02-15,WA,1
2020-02-15,WI,0
2020-02-15,WV,0
2020-02-15,WY,0
2020-02-16,AK,0
2020-02-16,AL,0
2020-02-16,AR,0
2020-02-16,AZ,1
2020-02-16,CA,8
2020-02-16,CO,0
2020-02-16,CT,0
2020-02-16,D.C.,0
2020-02-16,DE,0
2020-02-16,FL,0
2020-02-16,GA,0
2020-02-16,HI,0
2020-02-16,IA,0
2020-02-16,ID,0
2020-02-16,IL,2
2020-02-16,IN,0
2020-02-16,KS,0
2020-02-16,KY,0
2020-02-16,LA,0
2020-02-16,MA,1
2020-02-16,MD,0
2020-02-16,ME,0
2020-02-16,MI,0
2020-02-16,MN,0
2020-02-16,MO,0
2020-02-16,MS,0
2020-02-16,MT,0
2020-02-16,NC,0
2020-02-16,ND,0
2020-02-16,NE,0
2020-02-16,NH,0
2020-02-16,NJ,0
2020-02-16,NM,0
2020-02-16,NV,0
2020-02-16,NY,0
2020-02-16,OH,0
2020-02-16,OK,0
2020-02-16,OR,0
2020-02-16,PA,0
2020-02-16,RI,0
2020-02-16,SC,0
2020-02-16,SD,0
2020-02-16,TN,0
2020-02-16,TX,0
2020-02-16,UT,0
2020-02-16,VA,0
2020-02-16,VT,0
2020-02-16,WA,1
2020-02-16,WI,0
2020-02-16,WV,0
2020-02-16,WY,0
2020-02-17,AK,0
2020-02-17,AL,0
2020-02-17,AR,0
2020-02-17,AZ,1
2020-02-17,CA,8
2020-02-17,CO,0
2020-02-17,CT,0
2020-02-17,D.C.,0
2020-02-17,DE,0
2020-02-17,FL,0
2020-02-17,GA,0
2020-02-17,HI,0
2020-02-17,IA,0
2020-02-17,ID,0
2020-02-17,IL,2
2020-02-17,IN,0
2020-02-17,KS,0
2020-02-17,KY,0
2020-02-17,LA,0
2020-02-17,MA,1
2020-02-17,MD,0
2020-02-17,ME,0
2020-02-17,MI,0
2020-02-17,MN,0
2020-02-17,MO,0
2020-02-17,MS,0
2020-02-17,MT,0
2020-02-17,NC,0
2020-02-17,ND,0
2020-02-17,NE,0
2020-02-17,NH,0
2020-02-17,NJ,0
2020-02-17,NM,0
2020-02-17,NV,0
2020-02-17,NY,0
2020-02-17,OH,0
2020-02-17,OK,0
2020-02-17,OR,0
2020-02-17,PA,0
2020-02-17,RI,0
2020-02-17,SC,0
2020-02-17,SD,0
2020-02-17,TN,0
2020-02-17,TX,0
2020-02-17,UT,0
2020-02-17,VA,0
2020-02-17,VT,0
2020-02-17,WA,1
2020-02-17,WI,0
2020-02-17,WV,0
2020-02-17,WY,0
2020-02-18,AK,0
2020-02-18,AL,0
2020-02-18,AR,0
2020-02-18,AZ,1
2020-02-18,CA,8
2020-02-18,CO,0
2020-02-18,CT,0
2020-02-18,D.C.,0
2020-02-18,DE,0
2020-02-18,FL,0
2020-02-18,GA,0
2020-02-18,HI,0
2020-02-18,IA,0
2020-02-18,ID,0
2020-02-18,IL,2
2020-02-18,IN,0
2020-02-18,KS,0
2020-02-18,KY,0
2020-02-18,LA,0
2020-02-18,MA,1
2020-02-18,MD,0
2020-02-18,ME,0
2020-02-18,MI,0
2020-02-18,MN,0
2020-02-18,MO,0
2020-02-18,MS,0
2020-02-18,MT,0
2020-02-18,NC,0
2020-02-18,ND,0
2020-02-18,NE,0
2020-02-18,NH,0
2020-02-18,NJ,0
2020-02-18,NM,0
2020-02-18,NV,0
2020-02-18,NY,0
2020-02-18,OH,0
2020-02-18,OK,0
2020-02-18,OR,0
2020-02-18,PA,0
2020-02-18,RI,0
2020-02-18,SC,0
2020-02-18,SD,0
2020-02-18,TN,0
2020-02-18,TX,0
2020-02-18,UT,0
2020-02-18,VA,0
2020-02-18,VT,0
2020-02-18,WA,1
2020-02-18,WI,0
2020-02-18,WV,0
2020-02-18,WY,0
2020-02-19,AK,0
2020-02-19,AL,0
2020-02-19,AR,0
2020-02-19,AZ,1
2020-02-19,CA,8
2020-02-19,CO,0
2020-02-19,CT,0
2020-02-19,D.C.,0
2020-02-19,DE,0
2020-02-19,FL,0
2020-02-19,GA,0
2020-02-19,HI,0
2020-02-19,IA,0
2020-02-19,ID,0
2020-02-19,IL,2
2020-02-19,IN,0
2020-02-19,KS,0
2020-02-19,KY,0
2020-02-19,LA,0
2020-02-19,MA,1
2020-02-19,MD,0
2020-02-19,ME,0
2020-02-19,MI,0
2020-02-19,MN,0
2020-02-19,MO,0
2020-02-19,MS,0
2020-02-19,MT,0
2020-02-19,NC,0
2020-02-19,ND,0
2020-02-19,NE,0
2020-02-19,NH,0
2020-02-19,NJ,0
2020-02-19,NM,0
2020-02-19,NV,0
2020-02-19,NY,0
2020-02-19,OH,0
2020-02-19,OK,0
2020-02-19,OR,0
2020-02-19,PA,0
2020-02-19,RI,0
2020-02-19,SC,0
2020-02-19,SD,0
2020-02-19,TN,0
2020-02-19,TX,0
2020-02-19,UT,0
2020-02-19,VA,0
2020-02-19,VT,0
2020-02-19,WA,1
2020-02-19,WI,0
2020-02-19,WV,0
2020-02-19,WY,0
2020-02-20,AK,0
2020-02-20,AL,0
2020-02-20,AR,0
2020-02-20,AZ,1
2020-02-20,CA,8
2020-02-20,CO,0
2020-02-20,CT,0
2020-02-20,D.C.,0
2020-02-20,DE,0
2020-02-20,FL,0
2020-02-20,GA,0
2020-02-20,HI,0
2020-02-20,IA,0
2020-02-20,ID,0
2020-02-20,IL,2
2020-02-20,IN,0
2020-02-20,KS,0
2020-02-20,KY,0
2020-02-20,LA,0
2020-02-20,MA,1
2020-02-20,MD,0
2020-02-20,ME,0
2020-02-20,MI,0
2020-02-20,MN,0
2020-02-20,MO,0
2020-02-20,MS,0
2020-02-20,MT,0
2020-02-20,NC,0
2020-02-20,ND,0
2020-02-20,NE,0
2020-02-20,NH,0
2020-02-20,NJ,0
2020-02-20,NM,0
2020-02-20,NV,0
2020-02-20,NY,0
2020-02-20,OH,0
2020-02-20,OK,0
2020-02-20,OR,0
2020-02-20,PA,0
2020-02-20,RI,0
2020-02-20,SC,0
2020-02-20,SD,0
2020-02-20,TN,0
2020-02-20,TX,0
2020-02-20,UT,0
2020-02-20,VA,0
2020-02-20,VT,0
2020-02-20,WA,1
2020-02-20,WI,0
2020-02-20,WV,0
2020-02-20,WY,0
2020-02-21,AK,0
2020-02-21,AL,0
2020-02-21,AR,0
2020-02-21,AZ,1
2020-02-21,CA,10
2020-02-21,CO,0
2020-02-21,CT,0
2020-02-21,D.C.,0
2020-02-21,DE,0
2020-02-21,FL,0
2020-02-21,GA,0
2020-02-21,HI,0
2020-02-21,IA,0
2020-02-21,ID,0
2020-02-21,IL,2
2020-02-21,IN,0
2020-02-21,KS,0
2020-02-21,KY,0
2020-02-21,LA,0
2020-02-21,MA,1
2020-02-21,MD,0
2020-02-21,ME,0
2020-02-21,MI,0
2020-02-21,MN,0
2020-02-21,MO,0
2020-02-21,MS,0
2020-02-21,MT,0
2020-02-21,NC,0
2020-02-21,ND,0
2020-02-21,NE,0
2020-02-21,NH,0
2020-02-21,NJ,0
2020-02-21,NM,0
2020-02-21,NV,0
2020-02-21,NY,0
2020-02-21,OH,0
2020-02-21,OK,0
2020-02-21,OR,0
2020-02-21,PA,0
2020-02-21,RI,0
2020-02-21,SC,0
2020-02-21,SD,0
2020-02-21,TN,0
2020-02-21,TX,0
2020-02-21,UT,0
2020-02-21,VA,0
2020-02-21,VT,0
2020-02-21,WA,1
2020-02-21,WI,0
2020-02-21,WV,0
2020-02-21,WY,0
2020-02-22,AK,0
2020-02-22,AL,0
2020-02-22,AR,0
2020-02-22,AZ,1
2020-02-22,CA,10
2020-02-22,CO,0
2020-02-22,CT,0
2020-02-22,D.C.,0
2020-02-22,DE,0
2020-02-22,FL,0
2020-02-22,GA,0
2020-02-22,HI,0
2020-02-22,IA,0
2020-02-22,ID,0
2020-02-22,IL,2
2020-02-22,IN,0
2020-02-22,KS,0
2020-02-22,KY,0
2020-02-22,LA,0
2020-02-22,MA,1
2020-02-22,MD,0
2020-02-22,ME,0
2020-02-22,MI,0
2020-02-22,MN,0
2020-02-22,MO,0
2020-02-22,MS,0
2020-02-22,MT,0
2020-02-22,NC,0
2020-02-22,ND,0
2020-02-22,NE,0
2020-02-22,NH,0
2020-02-22,NJ,0
2020-02-22,NM,0
2020-02-22,NV,0
2020-02-22,NY,0
2020-02-22,OH,0
2020-02-22,OK,0
2020-02-22,OR,0
2020-02-22,PA,0
2020-02-22,RI,0
2020-02-22,SC,0
2020-02-22,SD,0
2020-02-22,TN,0
2020-02-22,TX,0
2020-02-22,UT,0
2020-02-22,VA,0
2020-02-22,VT,0
2020-02-22,WA,1
2020-02-22,WI,0
2020-02-22,WV,0
2020-02-22,WY,0
2020-02-23,AK,0
2020-02-23,AL,0
2020-02-23,AR,0
2020-02-23,AZ,1
2020-02-23,CA,10
2020-02-23,CO,0
2020-02-23,CT,0
2020-02-23,D.C.,0
2020-02-23,DE,0
2020-02-23,FL,0
2020-02-23,GA,0
2020-02-23,HI,0
2020-02-23,IA,0
2020-02-23,ID,0
2020-02-23,IL,2
2020-02-23,IN,0
2020-02-23,KS,0
2020-02-23,KY,0
2020-02-23,LA,0
2020-02-23,MA,1
2020-02-23,MD,0
2020-02-23,ME,0
2020-02-23,MI,0
2020-02-23,MN,0
2020-02-23,MO,0
2020-02-23,MS,0
2020-02-23,MT,0
2020-02-23,NC,0
2020-02-23,ND,0
2020-02-23,NE,0
2020-02-23,NH,0
2020-02-23,NJ,0
2020-02-23,NM,0
2020-02-23,NV,0
2020-02-23,NY,0
2020-02-23,OH,0
2020-02-23,OK,0
2020-02-23,OR,0
2020-02-23,PA,0
2020-02-23,RI,0
2020-02-23,SC,0
2020-02-23,SD,0
2020-02-23,TN,0
2020-02-23,TX,0
2020-02-23,UT,0
2020-02-23,VA,0
2020-02-23,VT,0
2020-02-23,WA,1
2020-02-23,WI,0
2020-02-23,WV,0
2020-02-23,WY,0
2020-02-24,AK,0
2020-02-24,AL,0
2020-02-24,AR,0
2020-02-24,AZ,1
2020-02-24,CA,10
2020-02-24,CO,0
2020-02-24,CT,0
2020-02-24,D.C.,0
2020-02-24,DE,0
2020-02-24,FL,0
2020-02-24,GA,0
2020-02-24,HI,0
2020-02-24,IA,0
2020-02-24,ID,0
2020-02-24,IL,2
2020-02-24,IN,0
2020-02-24,KS,0
2020-02-24,KY,0
2020-02-24,LA,0
2020-02-24,MA,1
2020-02-24,MD,0
2020-02-24,ME,0
2020-02-24,MI,0
2020-02-24,MN,0
2020-02-24,MO,0
2020-02-24,MS,0
2020-02-24,MT,0
2020-02-24,NC,0
2020-02-24,ND,0
2020-02-24,NE,0
2020-02-24,NH,0
2020-02-24,NJ,0
2020-02-24,NM,0
2020-02-24,NV,0
2020-02-24,NY,0
2020-02-24,OH,0
2020-02-24,OK,0
2020-02-24,OR,0
2020-02-24,PA,0
2020-02-24,RI,0
2020-02-24,SC,0
2020-02-24,SD,0
2020-02-24,TN,0
2020-02-24,TX,0
2020-02-24,UT,0
2020-02-24,VA,0
2020-02-24,VT,0
2020-02-24,WA,1
2020-02-24,WI,0
2020-02-24,WV,0
2020-02-24,WY,0
2020-02-25,AK,0
2020-02-25,AL,0
2020-02-25,AR,0
2020-02-25,AZ,1
2020-02-25,CA,10
2020-02-25,CO,0
2020-02-25,CT,0
2020-02-25,D.C.,0
2020-02-25,DE,0
2020-02-25,FL,0
2020-02-25,GA,0
2020-02-25,HI,0
2020-02-25,IA,0
2020-02-25,ID,0
2020-02-25,IL,2
2020-02-25,IN,0
2020-02-25,KS,0
2020-02-25,KY,0
2020-02-25,LA,0
2020-02-25,MA,1
2020-02-25,MD,0
2020-02-25,ME,0
2020-02-25,MI,0
2020-02-25,MN,0
2020-02-25,MO,0
2020-02-25,MS,0
2020-02-25,MT,0
2020-02-25,NC,0
2020-02-25,ND,0
2020-02-25,NE,0
2020-02-25,NH,0
2020-02-25,NJ,0
2020-02-25,NM,0
2020-02-25,NV,0
2020-02-25,NY,0
2020-02-25,OH,0
2020-02-25,OK,0
2020-02-25,OR,0
2020-02-25,PA,0
2020-02-25,RI,0
2020-02-25,SC,0
2020-02-25,SD,0
2020-02-25,TN,0
2020-02-25,TX,0
2020-02-25,UT,0
2020-02-25,VA,0
2020-02-25,VT,0
2020-02-25,WA,1
2020-02-25,WI,0
2020-02-25,WV,0
2020-02-25,WY,0
2020-02-26,AK,0
2020-02-26,AL,0
2020-02-26,AR,0
2020-02-26,AZ,1
2020-02-26,CA,10
2020-02-26,CO,0
2020-02-26,CT,0
2020-02-26,D.C.,0
2020-02-26,DE,0
2020-02-26,FL,0
2020-02-26,GA,0
2020-02-26,HI,0
2020-02-26,IA,0
2020-02-26,ID,0
2020-02-26,IL,2
2020-02-26,IN,0
2020-02-26,KS,0
2020-02-26,KY,0
2020-02-26,LA,0
2020-02-26,MA,1
2020-02-26,MD,0
2020-02-26,ME,0
2020-02-26,MI,0
2020-02-26,MN,0
2020-02-26,MO,0
2020-02-26,MS,0
2020-02-26,MT,0
2020-02-26,NC,0
2020-02-26,ND,0
2020-02-26,NE,0
2020-02-26,NH,0
2020-02-26,NJ,0
2020-02-26,NM,0
2020-02-26,NV,0
2020-02-26,NY,0
2020-02-26,OH,0
2020-02-26,OK,0
2020-02-26,OR,0
2020-02-26,PA,0
2020-02-26,RI,0
2020-02-26,SC,0
2020-02-26,SD,0
2020-02-26,TN,0
2020-02-26,TX,0
2020-02-26,UT,0
2020-02-26,VA,0
2020-02-26,VT,0
2020-02-26,WA,1
2020-02-26,WI,0
2020-02-26,WV,0
2020-02-26,WY,0
2020-02-27,AK,0
2020-02-27,AL,0
2020-02-27,AR,0
2020-02-27,AZ,1
2020-02-27,CA,11
2020-02-27,CO,0
2020-02-27,CT,0
2020-02-27,D.C.,0
2020-02-27,DE,0
2020-02-27,FL,0
2020-02-27,GA,0
2020-02-27,HI,0
2020-02-27,IA,0
2020-02-27,ID,0
2020-02-27,IL,2
2020-02-27,IN,0
2020-02-27,KS,0
2020-02-27,KY,0
2020-02-27,LA,0
2020-02-27,MA,1
2020-02-27,MD,0
2020-02-27,ME,0
2020-02-27,MI,0
2020-02-27,MN,0
2020-02-27,MO,0
2020-02-27,MS,0
2020-02-27,MT,0
2020-02-27,NC,0
2020-02-27,ND,0
2020-02-27,NE,0
2020-02-27,NH,0
2020-02-27,NJ,0
2020-02-27,NM,0
2020-02-27,NV,0
2020-02-27,NY,0
2020-02-27,OH,0
2020-02-27,OK,0
2020-02-27,OR,0
2020-02-27,PA,0
2020-02-27,RI,0
2020-02-27,SC,0
2020-02-27,SD,0
2020-02-27,TN,0
2020-02-27,TX,0
2020-02-27,UT,0
2020-02-27,VA,0
2020-02-27,VT,0
2020-02-27,WA,1
2020-02-27,WI,0
2020-02-27,WV,0
2020-02-27,WY,0
2020-02-28,AK,0
2020-02-28,AL,0
2020-02-28,AR,0
2020-02-28,AZ,1
2020-02-28,CA,11
2020-02-28,CO,0
2020-02-28,CT,0
2020-02-28,D.C.,0
2020-02-28,DE,0
2020-02-28,FL,0
2020-02-28,GA,0
2020-02-28,HI,0
2020-02-28,IA,0
2020-02-28,ID,0
2020-02-28,IL,2
2020-02-28,IN,0
2020-02-28,KS,0
2020-02-28,KY,0
2020-02-28,LA,0
2020-02-28,MA,1
2020-02-28,MD,0
2020-02-28,ME,0
2020-02-28,MI,0
2020-02-28,MN,0
2020-02-28,MO,0
2020-02-28,MS,0
2020-02-28,MT,0
2020-02-28,NC,0
2020-02-28,ND,0
2020-02-28,NE,0
2020-02-28,NH,0
2020-02-28,NJ,0
2020-02-28,NM,0
2020-02-28,NV,0
2020-02-28,NY,0
2020-02-28,OH,0
2020-02-28,OK,0
2020-02-28,OR,0
2020-02-28,PA,0
2020-02-28,RI,0
2020-02-28,SC,0
2020-02-28,SD,0
2020-02-28,TN,0
2020-02-28,TX,0
2020-02-28,UT,0
2020-02-28,VA,0
2020-02-28,VT,0
2020-02-28,WA,1
2020-02-28,WI,0
2020-02-28,WV,0
2020-02-28,WY,0
2020-02-29,AK,0
2020-02-29,AL,0
2020-02-29,AR,0
2020-02-29,AZ,1
2020-02-29,CA,12
2020-02-29,CO,0
2020-02-29,CT,0
2020-02-29,D.C.,0
2020-02-29,DE,0
2020-02-29,FL,0
2020-02-29,GA,0
2020-02-29,HI,0
2020-02-29,IA,0
2020-02-29,ID,0
2020-02-29,IL,2
2020-02-29,IN,0
2020-02-29,KS,0
2020-02-29,KY,0
2020-02-29,LA,0
2020-02-29,MA,1
2020-02-29,MD,0
2020-02-29,ME,0
2020-02-29,MI,0
2020-02-29,MN,0
2020-02-29,MO,0
2020-02-29,MS,0
2020-02-29,MT,0
2020-02-29,NC,0
2020-02-29,ND,0
2020-02-29,NE,0
2020-02-29,NH,0
2020-02-29,NJ,0
2020-02-29,NM,0
2020-02-29,NV,0
2020-02-29,NY,0
2020-02-29,OH,0
2020-02-29,OK,0
2020-02-29,OR,1
2020-02-29,PA,0
2020-02-29,RI,0
2020-02-29,SC,0
2020-02-29,SD,0
2020-02-29,TN,0
2020-02-29,TX,0
2020-02-29,UT,0
2020-02-29,VA,0
2020-02-29,VT,0
2020-02-29,WA,7
2020-02-29,WI,0
2020-02-29,WV,0
2020-02-29,WY,0
2020-03-01,AK,0
2020-03-01,AL,0
2020-03-01,AR,0
2020-03-01,AZ,1
2020-03-01,CA,12
2020-03-01,CO,0
2020-03-01,CT,0
2020-03-01,D.C.,0
2020-03-01,DE,0
2020-03-01,FL,0
2020-03-01,GA,0
2020-03-01,HI,0
2020-03-01,IA,0
2020-03-01,ID,0
2020-03-01,IL,3
2020-03-01,IN,0
2020-03-01,KS,0
2020-03-01,KY,0
2020-03-01,LA,0
2020-03-01,MA,1
2020-03-01,MD,0
2020-03-01,ME,0
2020-03-01,MI,0
2020-03-01,MN,0
2020-03-01,MO,0
2020-03-01,MS,0
2020-03-01,MT,0
2020-03-01,NC,0
2020-03-01,ND,0
2020-03-01,NE,0
2020-03-01,NH,0
2020-03-01,NJ,0
2020-03-01,NM,0
2020-03-01,NV,0
2020-03-01,NY,0
2020-03-01,OH,0
2020-03-01,OK,0
2020-03-01,OR,1
2020-03-01,PA,0
2020-03-01,RI,1
2020-03-01,SC,0
2020-03-01,SD,0
2020-03-01,TN,0
2020-03-01,TX,0
2020-03-01,UT,0
2020-03-01,VA,0
2020-03-01,VT,0
2020-03-01,WA,11
2020-03-01,WI,0
2020-03-01,WV,0
2020-03-01,WY,0
2020-03-02,AK,0
2020-03-02,AL,0
2020-03-02,AR,0
2020-03-02,AZ,1
2020-03-02,CA,21
2020-03-02,CO,0
2020-03-02,CT,0
2020-03-02,D.C.,0
2020-03-02,DE,0
2020-03-02,FL,1
2020-03-02,GA,0
2020-03-02,HI,0
2020-03-02,IA,0
2020-03-02,ID,0
2020-03-02,IL,4
2020-03-02,IN,0
2020-03-02,KS,0
2020-03-02,KY,0
2020-03-02,LA,0
2020-03-02,MA,1
2020-03-02,MD,0
2020-03-02,ME,0
2020-03-02,MI,0
2020-03-02,MN,0
2020-03-02,MO,0
2020-03-02,MS,0
2020-03-02,MT,0
2020-03-02,NC,0
2020-03-02,ND,0
2020-03-02,NE,0
2020-03-02,NH,1
2020-03-02,NJ,0
2020-03-02,NM,0
2020-03-02,NV,0
2020-03-02,NY,1
2020-03-02,OH,0
2020-03-02,OK,0
2020-03-02,OR,3
2020-03-02,PA,0
2020-03-02,RI,2
2020-03-02,SC,0
2020-03-02,SD,0
2020-03-02,TN,0
2020-03-02,TX,0
2020-03-02,UT,0
2020-03-02,VA,0
2020-03-02,VT,0
2020-03-02,WA,18
2020-03-02,WI,0
2020-03-02,WV,0
2020-03-02,WY,0
2020-03-03,AK,0
2020-03-03,AL,0
2020-03-03,AR,0
2020-03-03,AZ,1
2020-03-03,CA,25
2020-03-03,CO,0
2020-03-03,CT,0
2020-03-03,D.C.,0
2020-03-03,DE,0
2020-03-03,FL,2
2020-03-03,GA,2
2020-03-03,HI,0
2020-03-03,IA,0
2020-03-03,ID,0
2020-03-03,IL,4
2020-03-03,IN,0
2020-03-03,KS,0
2020-03-03,KY,0
2020-03-03,LA,0
2020-03-03,MA,2
2020-03-03,MD,0
2020-03-03,ME,0
2020-03-03,MI,0
2020-03-03,MN,0
2020-03-03,MO,0
2020-03-03,MS,0
2020-03-03,MT,0
2020-03-03,NC,1
2020-03-03,ND,0
2020-03-03,NE,0
2020-03-03,NH,2
2020-03-03,NJ,0
2020-03-03,NM,0
2020-03-03,NV,0
2020-03-03,NY,2
2020-03-03,OH,0
2020-03-03,OK,0
2020-03-03,OR,3
2020-03-03,PA,0
2020-03-03,RI,2
2020-03-03,SC,0
2020-03-03,SD,0
2020-03-03,TN,0
2020-03-03,TX,0
2020-03-03,UT,0
2020-03-03,VA,0
2020-03-03,VT,0
2020-03-03,WA,27
2020-03-03,WI,0
2020-03-03,WV,0
2020-03-03,WY,0
2020-03-04,AK,0
2020-03-04,AL,0
2020-03-04,AR,0
2020-03-04,AZ,1
2020-03-04,CA,35
2020-03-04,CO,0
2020-03-04,CT,0
2020-03-04,D.C.,0
2020-03-04,DE,0
2020-03-04,FL,2
2020-03-04,GA,2
2020-03-04,HI,0
2020-03-04,IA,0
2020-03-04,ID,0
2020-03-04,IL,4
2020-03-04,IN,0
2020-03-04,KS,0
2020-03-04,KY,0
2020-03-04,LA,0
2020-03-04,MA,2
2020-03-04,MD,0
2020-03-04,ME,0
2020-03-04,MI,0
2020-03-04,MN,0
2020-03-04,MO,0
2020-03-04,MS,0
2020-03-04,MT,0
2020-03-04,NC,1
2020-03-04,ND,0
2020-03-04,NE,0
2020-03-04,NH,2
2020-03-04,NJ,0
2020-03-04,NM,0
2020-03-04,NV,0
2020-03-04,NY,11
2020-03-04,OH,0
2020-03-04,OK,0
2020-03-04,OR,3
2020-03-04,PA,0
2020-03-04,RI,2
2020-03-04,SC,0
2020-03-04,SD,0
2020-03-04,TN,0
2020-03-04,TX,0
2020-03-04,UT,0
2020-03-04,VA,0
2020-03-04,VT,0
2020-03-04,WA,39
2020-03-04,WI,0
2020-03-04,WV,0
2020-03-04,WY,0
2020-03-05,AK,0
2020-03-05,AL,0
2020-03-05,AR,0
2020-03-05,AZ,1
2020-03-05,CA,51
2020-03-05,CO,0
2020-03-05,CT,0
2020-03-05,D.C.,0
2020-03-05,DE,0
2020-03-05,FL,3
2020-03-05,GA,2
2020-03-05,HI,0
2020-03-05,IA,0
2020-03-05,ID,0
2020-03-05,IL,5
2020-03-05,IN,0
2020-03-05,KS,0
2020-03-05,KY,0
2020-03-05,LA,0
2020-03-05,MA,2
2020-03-05,MD,0
2020-03-05,ME,0
2020-03-05,MI,0
2020-03-05,MN,0
2020-03-05,MO,0
2020-03-05,MS,0
2020-03-05,MT,0
2020-03-05,NC,1
2020-03-05,ND,0
2020-03-05,NE,0
2020-03-05,NH,2
2020-03-05,NJ,2
2020-03-05,NM,0
2020-03-05,NV,1
2020-03-05,NY,23
2020-03-05,OH,0
2020-03-05,OK,0
2020-03-05,OR,3
2020-03-05,PA,0
2020-03-05,RI,2
2020-03-05,SC,0
2020-03-05,SD,0
2020-03-05,TN,1
2020-03-05,TX,3
2020-03-05,UT,0
2020-03-05,VA,0
2020-03-05,VT,0
2020-03-05,WA,70
2020-03-05,WI,0
2020-03-05,WV,0
2020-03-05,WY,0
2020-03-06,AK,0
2020-03-06,AL,0
2020-03-06,AR,0
2020-03-06,AZ,2
2020-03-06,CA,59
2020-03-06,CO,3
2020-03-06,CT,0
2020-03-06,D.C.,0
2020-03-06,DE,0
2020-03-06,FL,3
2020-03-06,GA,3
2020-03-06,HI,0
2020-03-06,IA,0
2020-03-06,ID,0
2020-03-06,IL,5
2020-03-06,IN,1
2020-03-06,KS,0
2020-03-06,KY,1
2020-03-06,LA,0
2020-03-06,MA,6
2020-03-06,MD,3
2020-03-06,ME,0
2020-03-06,MI,0
2020-03-06,MN,1
2020-03-06,MO,0
2020-03-06,MS,0
2020-03-06,MT,0
2020-03-06,NC,2
2020-03-06,ND,0
2020-03-06,NE,1
2020-03-06,NH,2
2020-03-06,NJ,2
2020-03-06,NM,0
2020-03-06,NV,2
2020-03-06,NY,31
2020-03-06,OH,0
2020-03-06,OK,0
2020-03-06,OR,3
2020-03-06,PA,2
2020-03-06,RI,2
2020-03-06,SC,0
2020-03-06,SD,0
2020-03-06,TN,1
2020-03-06,TX,4
2020-03-06,UT,0
2020-03-06,VA,0
2020-03-06,VT,0
2020-03-06,WA,78
2020-03-06,WI,0
2020-03-06,WV,0
2020-03-06,WY,0
2020-03-07,AK,0
2020-03-07,AL,0
2020-03-07,AR,0
2020-03-07,AZ,4
2020-03-07,CA,81
2020-03-07,CO,7
2020-03-07,CT,0
2020-03-07,D.C.,0
2020-03-07,DE,0
2020-03-07,FL,7
2020-03-07,GA,5
2020-03-07,HI,1
2020-03-07,IA,0
2020-03-07,ID,0
2020-03-07,IL,6
2020-03-07,IN,1
2020-03-07,KS,0
2020-03-07,KY,1
2020-03-07,LA,0
2020-03-07,MA,6
